"customer_id","days_since_last_order","order_count","revenue","recency_score","frequency_score","revenue_score","total_score","customer_label"
15465,124,2,40,4,5,2,"452",Loyal
18728,106,2,57,4,5,2,"452",Loyal
16358,127,4,88,4,5,2,"452",Loyal
17110,123,2,47,4,5,2,"452",Loyal
17702,114,2,57,4,5,2,"452",Loyal
15140,94,2,62,4,5,2,"452",Loyal
12359,115,3,96,4,5,2,"452",Loyal
14018,97,2,64,4,5,2,"452",Loyal
12567,117,2,43,4,5,2,"452",Loyal
13037,81,2,60,4,5,2,"452",Loyal
19090,77,2,59,4,5,2,"452",Loyal
11159,84,2,49,4,5,2,"452",Loyal
11763,79,3,77,4,5,2,"452",Loyal
15731,124,2,60,4,5,2,"452",Loyal
14658,86,3,93,4,5,2,"452",Loyal
12597,122,2,53,4,5,2,"452",Loyal
15149,74,2,64,4,5,2,"452",Loyal
12099,86,2,44,4,5,2,"452",Loyal
12894,126,2,49,4,5,2,"452",Loyal
17325,96,2,55,4,5,2,"452",Loyal
11121,87,3,58,4,5,2,"452",Loyal
13599,122,2,51,4,5,2,"452",Loyal
15715,90,2,40,4,5,1,"451",Loyal
18292,120,2,39,4,5,1,"451",Loyal
18216,87,2,39,4,5,1,"451",Loyal
17763,113,2,38,4,5,1,"451",Loyal
12638,89,2,38,4,5,1,"451",Loyal
16729,107,2,39,4,5,1,"451",Loyal
11205,114,2,37,4,5,1,"451",Loyal
16058,85,2,38,4,5,1,"451",Loyal
17705,96,2,37,4,5,1,"451",Loyal
11232,78,2,40,4,5,1,"451",Loyal
11527,90,2,40,4,5,1,"451",Loyal
22033,77,2,3918,4,4,5,"445",Standard
19058,73,2,4524,4,4,5,"445",Standard
15726,73,2,4393,4,4,5,"445",Standard
15754,73,2,4416,4,4,5,"445",Standard
12846,73,2,4460,4,4,5,"445",Standard
16155,73,2,4490,4,4,5,"445",Standard
15753,74,2,4399,4,4,5,"445",Standard
24666,74,2,4371,4,4,5,"445",Standard
22910,74,2,3883,4,4,5,"445",Standard
24366,75,2,4144,4,4,5,"445",Standard
27663,75,2,6047,4,4,5,"445",Standard
18203,75,2,4172,4,4,5,"445",Standard
18202,75,2,4143,4,4,5,"445",Standard
12826,75,2,4428,4,4,5,"445",Standard
24459,75,2,3961,4,4,5,"445",Standard
15732,76,2,4376,4,4,5,"445",Standard
12816,77,2,4494,4,4,5,"445",Standard
21986,77,2,3883,4,4,5,"445",Standard
16156,77,2,4344,4,4,5,"445",Standard
17299,77,2,4383,4,4,5,"445",Standard
15765,77,2,4369,4,4,5,"445",Standard
27543,78,2,4468,4,4,5,"445",Standard
18204,78,2,4133,4,4,5,"445",Standard
24367,78,2,4179,4,4,5,"445",Standard
22178,78,2,4233,4,4,5,"445",Standard
15799,78,2,4423,4,4,5,"445",Standard
20470,79,2,4409,4,4,5,"445",Standard
15786,79,2,4366,4,4,5,"445",Standard
12827,79,2,4461,4,4,5,"445",Standard
15784,79,2,4379,4,4,5,"445",Standard
24368,79,2,3947,4,4,5,"445",Standard
17312,79,2,4472,4,4,5,"445",Standard
27668,80,2,6007,4,4,5,"445",Standard
27573,80,2,4490,4,4,5,"445",Standard
15733,80,2,4444,4,4,5,"445",Standard
21983,80,2,4144,4,4,5,"445",Standard
13165,81,2,4502,4,4,5,"445",Standard
21985,81,2,3937,4,4,5,"445",Standard
13210,81,2,4502,4,4,5,"445",Standard
14801,81,2,4383,4,4,5,"445",Standard
27616,82,2,5999,4,4,5,"445",Standard
15764,82,2,4413,4,4,5,"445",Standard
21710,82,2,4187,4,4,5,"445",Standard
14824,82,2,4441,4,4,5,"445",Standard
27570,83,2,4518,4,4,5,"445",Standard
15646,83,2,3804,4,4,5,"445",Standard
27615,83,2,5999,4,4,5,"445",Standard
15755,83,2,4404,4,4,5,"445",Standard
15717,83,2,4411,4,4,5,"445",Standard
13214,83,2,4502,4,4,5,"445",Standard
27574,84,2,4456,4,4,5,"445",Standard
15756,85,2,4441,4,4,5,"445",Standard
27568,85,2,4490,4,4,5,"445",Standard
13248,85,2,4492,4,4,5,"445",Standard
16158,86,2,4369,4,4,5,"445",Standard
22909,86,2,3981,4,4,5,"445",Standard
17294,86,2,4356,4,4,5,"445",Standard
20375,86,2,4438,4,4,5,"445",Standard
15722,86,2,4449,4,4,5,"445",Standard
12852,87,2,4411,4,4,5,"445",Standard
15725,87,2,4416,4,4,5,"445",Standard
15644,87,2,3804,4,4,5,"445",Standard
21659,87,2,4144,4,4,5,"445",Standard
24458,87,2,4144,4,4,5,"445",Standard
15767,88,2,4379,4,4,5,"445",Standard
13383,88,2,4512,4,4,5,"445",Standard
16157,88,2,4391,4,4,5,"445",Standard
15797,88,2,4416,4,4,5,"445",Standard
12833,89,2,4359,4,4,5,"445",Standard
27540,89,2,4504,4,4,5,"445",Standard
15788,89,2,4443,4,4,5,"445",Standard
16484,89,2,4176,4,4,5,"445",Standard
21984,89,2,4176,4,4,5,"445",Standard
22032,90,2,3883,4,4,5,"445",Standard
28063,90,2,6026,4,4,5,"445",Standard
24377,90,2,3946,4,4,5,"445",Standard
15645,90,2,3785,4,4,5,"445",Standard
28061,90,2,6006,4,4,5,"445",Standard
24371,91,2,4194,4,4,5,"445",Standard
27919,91,2,6016,4,4,5,"445",Standard
17326,92,2,4468,4,4,5,"445",Standard
15785,92,2,4454,4,4,5,"445",Standard
15719,92,2,4430,4,4,5,"445",Standard
14803,92,2,4356,4,4,5,"445",Standard
15647,93,2,3764,4,4,5,"445",Standard
27541,93,2,4490,4,4,5,"445",Standard
24463,93,2,3918,4,4,5,"445",Standard
22004,93,2,3918,4,4,5,"445",Standard
12850,93,2,4406,4,4,5,"445",Standard
17295,93,2,4393,4,4,5,"445",Standard
14800,93,2,4391,4,4,5,"445",Standard
15590,94,2,4440,4,4,5,"445",Standard
15227,94,2,4470,4,4,5,"445",Standard
22299,94,2,4146,4,4,5,"445",Standard
15182,95,2,4391,4,4,5,"445",Standard
15205,95,2,4434,4,4,5,"445",Standard
15207,95,2,4446,4,4,5,"445",Standard
12922,95,2,4514,4,4,5,"445",Standard
27288,96,2,4442,4,4,5,"445",Standard
24282,96,2,3918,4,4,5,"445",Standard
12947,96,2,4508,4,4,5,"445",Standard
15145,96,2,4369,4,4,5,"445",Standard
18045,97,2,3942,4,4,5,"445",Standard
17952,97,2,3942,4,4,5,"445",Standard
14797,97,2,4398,4,4,5,"445",Standard
12713,97,2,4441,4,4,5,"445",Standard
15643,97,2,3807,4,4,5,"445",Standard
24307,97,2,4158,4,4,5,"445",Standard
15578,97,2,4510,4,4,5,"445",Standard
27291,97,2,4455,4,4,5,"445",Standard
27201,97,2,4493,4,4,5,"445",Standard
24300,97,2,4144,4,4,5,"445",Standard
27460,97,2,4490,4,4,5,"445",Standard
27116,97,2,4464,4,4,5,"445",Standard
15588,97,2,4486,4,4,5,"445",Standard
18198,98,2,4143,4,4,5,"445",Standard
15225,98,2,4401,4,4,5,"445",Standard
27117,98,2,4490,4,4,5,"445",Standard
27287,98,2,4484,4,4,5,"445",Standard
15220,98,2,4384,4,4,5,"445",Standard
15596,98,2,4460,4,4,5,"445",Standard
14772,98,2,4380,4,4,5,"445",Standard
23664,98,2,3942,4,4,5,"445",Standard
24302,98,2,3883,4,4,5,"445",Standard
15151,100,2,4344,4,4,5,"445",Standard
27107,100,2,4455,4,4,5,"445",Standard
21259,100,2,3908,4,4,5,"445",Standard
17293,100,2,4418,4,4,5,"445",Standard
15180,100,2,4466,4,4,5,"445",Standard
15221,100,2,4448,4,4,5,"445",Standard
15576,101,2,4344,4,4,5,"445",Standard
13062,101,2,4501,4,4,5,"445",Standard
29276,101,2,4330,4,4,5,"445",Standard
21980,101,2,4335,4,4,5,"445",Standard
15152,101,2,4465,4,4,5,"445",Standard
15642,101,2,3772,4,4,5,"445",Standard
27199,101,2,4468,4,4,5,"445",Standard
21256,101,2,3918,4,4,5,"445",Standard
15597,101,2,4391,4,4,5,"445",Standard
27273,102,2,4490,4,4,5,"445",Standard
15179,102,2,4445,4,4,5,"445",Standard
27527,102,2,4515,4,4,5,"445",Standard
21231,102,2,3937,4,4,5,"445",Standard
27427,103,2,4490,4,4,5,"445",Standard
15438,103,2,3789,4,4,5,"445",Standard
15587,103,2,4423,4,4,5,"445",Standard
17259,103,2,4405,4,4,5,"445",Standard
29278,103,2,4356,4,4,5,"445",Standard
27407,103,2,4490,4,4,5,"445",Standard
17980,104,2,4194,4,4,5,"445",Standard
24283,104,2,3947,4,4,5,"445",Standard
15183,104,2,4369,4,4,5,"445",Standard
16345,105,2,4173,4,4,5,"445",Standard
21976,105,2,4198,4,4,5,"445",Standard
15226,105,2,4391,4,4,5,"445",Standard
15439,106,2,3804,4,4,5,"445",Standard
27446,106,2,4468,4,4,5,"445",Standard
15601,106,2,4430,4,4,5,"445",Standard
18201,106,2,4158,4,4,5,"445",Standard
23665,106,2,4207,4,4,5,"445",Standard
15591,106,2,4346,4,4,5,"445",Standard
14789,106,2,4383,4,4,5,"445",Standard
24304,106,2,3947,4,4,5,"445",Standard
15204,107,2,4444,4,4,5,"445",Standard
27274,107,2,4468,4,4,5,"445",Standard
16011,107,2,3657,4,4,5,"445",Standard
27440,107,2,4447,4,4,5,"445",Standard
27105,107,2,4447,4,4,5,"445",Standard
15585,108,2,4367,4,4,5,"445",Standard
29279,108,2,4398,4,4,5,"445",Standard
15185,108,2,4394,4,4,5,"445",Standard
21258,108,2,3937,4,4,5,"445",Standard
27195,109,2,4455,4,4,5,"445",Standard
21257,109,2,4144,4,4,5,"445",Standard
29261,109,2,4321,4,4,5,"445",Standard
15228,109,2,4375,4,4,5,"445",Standard
14795,109,2,4380,4,4,5,"445",Standard
15178,109,2,4445,4,4,5,"445",Standard
27418,110,2,4490,4,4,5,"445",Standard
27450,110,2,4515,4,4,5,"445",Standard
15215,110,2,4469,4,4,5,"445",Standard
21982,110,2,3883,4,4,5,"445",Standard
27439,110,2,4462,4,4,5,"445",Standard
17963,111,2,3933,4,4,5,"445",Standard
24301,111,2,4144,4,4,5,"445",Standard
17277,112,2,4427,4,4,5,"445",Standard
12747,112,2,4384,4,4,5,"445",Standard
15223,113,2,4366,4,4,5,"445",Standard
29265,113,2,4321,4,4,5,"445",Standard
27104,113,2,4468,4,4,5,"445",Standard
15192,114,2,4384,4,4,5,"445",Standard
15143,114,2,4366,4,4,5,"445",Standard
15144,114,2,4344,4,4,5,"445",Standard
27447,114,2,4490,4,4,5,"445",Standard
27295,115,2,4442,4,4,5,"445",Standard
15170,115,2,4391,4,4,5,"445",Standard
15716,116,2,4467,4,4,5,"445",Standard
21979,116,2,3937,4,4,5,"445",Standard
23663,116,2,3883,4,4,5,"445",Standard
12736,116,2,4460,4,4,5,"445",Standard
27521,116,2,4462,4,4,5,"445",Standard
15181,116,2,4448,4,4,5,"445",Standard
15595,117,2,4369,4,4,5,"445",Standard
29264,117,2,4385,4,4,5,"445",Standard
18027,117,2,3918,4,4,5,"445",Standard
27449,117,2,4482,4,4,5,"445",Standard
12735,117,2,4404,4,4,5,"445",Standard
17998,117,2,4144,4,4,5,"445",Standard
27296,118,2,4518,4,4,5,"445",Standard
15214,118,2,4491,4,4,5,"445",Standard
27106,118,2,4455,4,4,5,"445",Standard
15171,119,2,4392,4,4,5,"445",Standard
29274,119,2,4480,4,4,5,"445",Standard
24303,119,2,4207,4,4,5,"445",Standard
12923,120,2,4487,4,4,5,"445",Standard
24305,120,2,3946,4,4,5,"445",Standard
15589,120,2,4416,4,4,5,"445",Standard
27537,120,2,4469,4,4,5,"445",Standard
23662,121,2,3918,4,4,5,"445",Standard
22267,121,2,4167,4,4,5,"445",Standard
17258,121,2,4348,4,4,5,"445",Standard
15150,121,2,4379,4,4,5,"445",Standard
14769,121,2,4398,4,4,5,"445",Standard
15219,121,2,4399,4,4,5,"445",Standard
17288,121,2,4426,4,4,5,"445",Standard
15184,121,2,4441,4,4,5,"445",Standard
27453,121,2,4468,4,4,5,"445",Standard
27279,121,2,4490,4,4,5,"445",Standard
15218,122,2,4399,4,4,5,"445",Standard
27280,122,2,4447,4,4,5,"445",Standard
17989,122,2,3933,4,4,5,"445",Standard
29275,122,2,4330,4,4,5,"445",Standard
17278,122,2,4383,4,4,5,"445",Standard
15135,123,2,4381,4,4,5,"445",Standard
27114,123,2,4464,4,4,5,"445",Standard
15586,123,2,4469,4,4,5,"445",Standard
18200,123,2,4151,4,4,5,"445",Standard
26705,124,2,4455,4,4,5,"445",Standard
26649,124,2,4433,4,4,5,"445",Standard
29258,125,2,4330,4,4,5,"445",Standard
26536,125,2,4515,4,4,5,"445",Standard
27096,125,2,4490,4,4,5,"445",Standard
26723,125,2,4467,4,4,5,"445",Standard
23658,125,2,3937,4,4,5,"445",Standard
29252,125,2,4390,4,4,5,"445",Standard
12624,126,2,4379,4,4,5,"445",Standard
17249,126,2,4427,4,4,5,"445",Standard
27017,126,2,4502,4,4,5,"445",Standard
22230,127,2,4223,4,4,5,"445",Standard
12712,127,2,4441,4,4,5,"445",Standard
12521,128,2,4438,4,4,5,"445",Standard
12018,128,2,6012,4,4,5,"445",Standard
17257,129,2,4481,4,4,5,"445",Standard
26537,129,2,4468,4,4,5,"445",Standard
26538,129,2,4464,4,4,5,"445",Standard
17256,129,2,4363,4,4,5,"445",Standard
17942,129,2,3897,4,4,5,"445",Standard
15436,129,2,3772,4,4,5,"445",Standard
26650,130,2,4455,4,4,5,"445",Standard
29239,130,2,4344,4,4,5,"445",Standard
26729,130,2,4442,4,4,5,"445",Standard
26276,73,2,3362,4,4,4,"444",Standard
20656,77,2,3246,4,4,4,"444",Standard
26135,123,2,1967,4,4,4,"444",Standard
20874,123,2,1962,4,4,4,"444",Standard
26660,123,2,1957,4,4,4,"444",Standard
26663,96,2,1977,4,4,4,"444",Standard
26444,91,2,1939,4,4,4,"444",Standard
24273,101,2,2722,4,4,4,"444",Standard
24266,120,2,2749,4,4,4,"444",Standard
18039,120,2,2450,4,4,4,"444",Standard
26238,83,2,3299,4,4,4,"444",Standard
12585,85,2,2629,4,4,4,"444",Standard
17999,120,2,2454,4,4,4,"444",Standard
19065,120,2,3295,4,4,4,"444",Standard
16253,74,2,2722,4,4,4,"444",Standard
11168,75,2,3137,4,4,4,"444",Standard
17996,123,2,2454,4,4,4,"444",Standard
19943,85,2,3113,4,4,4,"444",Standard
15674,88,2,3053,4,4,4,"444",Standard
17987,123,2,2450,4,4,4,"444",Standard
14708,95,2,2966,4,4,4,"444",Standard
15918,127,2,3150,4,4,4,"444",Standard
20651,85,2,3199,4,4,4,"444",Standard
11082,85,2,3111,4,4,4,"444",Standard
26165,91,2,1957,4,4,4,"444",Standard
19256,75,2,2519,4,4,4,"444",Standard
20718,91,2,3283,4,4,4,"444",Standard
15665,93,2,2804,4,4,4,"444",Standard
14268,95,2,2736,4,4,4,"444",Standard
15968,128,2,3100,4,4,4,"444",Standard
24274,94,2,3018,4,4,4,"444",Standard
15265,93,2,2898,4,4,4,"444",Standard
20167,127,2,3142,4,4,4,"444",Standard
12588,88,2,2639,4,4,4,"444",Standard
24252,121,2,2745,4,4,4,"444",Standard
20921,94,2,3234,4,4,4,"444",Standard
18009,123,2,2435,4,4,4,"444",Standard
20170,106,2,3177,4,4,4,"444",Standard
18021,94,2,2794,4,4,4,"444",Standard
16407,106,2,3250,4,4,4,"444",Standard
16197,91,2,2757,4,4,4,"444",Standard
26797,81,2,1957,4,4,4,"444",Standard
19899,95,2,3128,4,4,4,"444",Standard
15229,82,2,2834,4,4,4,"444",Standard
17977,91,2,2966,4,4,4,"444",Standard
20560,85,2,3162,4,4,4,"444",Standard
19052,95,2,3140,4,4,4,"444",Standard
20206,95,2,3205,4,4,4,"444",Standard
20590,76,2,3127,4,4,4,"444",Standard
15266,76,2,2935,4,4,4,"444",Standard
24174,129,2,2983,4,4,4,"444",Standard
20896,111,2,1957,4,4,4,"444",Standard
13018,77,2,2642,4,4,4,"444",Standard
17971,126,2,2435,4,4,4,"444",Standard
20318,95,2,3242,4,4,4,"444",Standard
18634,95,2,2427,4,4,4,"444",Standard
16252,89,2,2782,4,4,4,"444",Standard
15622,122,2,3027,4,4,4,"444",Standard
24271,99,2,2745,4,4,4,"444",Standard
20208,122,2,3220,4,4,4,"444",Standard
13721,122,2,2787,4,4,4,"444",Standard
28506,94,2,3214,4,4,4,"444",Standard
19040,122,2,3310,4,4,4,"444",Standard
19051,101,2,3105,4,4,4,"444",Standard
19917,83,2,3369,4,4,4,"444",Standard
14779,106,2,3263,4,4,4,"444",Standard
14272,111,2,2765,4,4,4,"444",Standard
19931,83,2,3126,4,4,4,"444",Standard
17981,126,2,2983,4,4,4,"444",Standard
18164,125,2,3330,4,4,4,"444",Standard
20917,99,2,3234,4,4,4,"444",Standard
26138,99,2,1957,4,4,4,"444",Standard
18011,105,2,2590,4,4,4,"444",Standard
21642,105,2,2620,4,4,4,"444",Standard
26626,128,2,2892,4,4,4,"444",Standard
12581,105,2,2646,4,4,4,"444",Standard
20350,83,2,3227,4,4,4,"444",Standard
12578,99,2,2668,4,4,4,"444",Standard
12579,111,2,2589,4,4,4,"444",Standard
19069,108,2,3113,4,4,4,"444",Standard
20373,83,2,3227,4,4,4,"444",Standard
19286,80,2,2755,4,4,4,"444",Standard
13056,111,2,3292,4,4,4,"444",Standard
16417,111,2,3001,4,4,4,"444",Standard
18000,105,2,3080,4,4,4,"444",Standard
19288,87,2,2736,4,4,4,"444",Standard
19076,109,2,3178,4,4,4,"444",Standard
19922,87,2,3138,4,4,4,"444",Standard
18010,99,2,2485,4,4,4,"444",Standard
18047,112,2,2736,4,4,4,"444",Standard
15462,105,2,3087,4,4,4,"444",Standard
13722,105,2,3103,4,4,4,"444",Standard
12583,112,2,2646,4,4,4,"444",Standard
19028,109,2,3063,4,4,4,"444",Standard
15565,125,2,3100,4,4,4,"444",Standard
15656,109,2,2992,4,4,4,"444",Standard
11042,105,2,3112,4,4,4,"444",Standard
12589,83,2,2665,4,4,4,"444",Standard
19046,105,2,3320,4,4,4,"444",Standard
17960,102,2,3001,4,4,4,"444",Standard
19041,112,2,3089,4,4,4,"444",Standard
19901,109,2,3016,4,4,4,"444",Standard
25960,126,2,1957,4,4,4,"444",Standard
14555,104,2,3021,4,4,4,"444",Standard
12575,125,2,2668,4,4,4,"444",Standard
18163,131,2,3044,4,4,4,"444",Standard
15659,104,2,3048,4,4,4,"444",Standard
16410,112,2,3243,4,4,4,"444",Standard
20549,93,2,3105,4,4,4,"444",Standard
20879,130,2,3284,4,4,4,"444",Standard
20209,112,2,3269,4,4,4,"444",Standard
12580,102,2,2589,4,4,4,"444",Standard
24270,112,2,2845,4,4,4,"444",Standard
17990,112,2,2779,4,4,4,"444",Standard
15460,98,2,2747,4,4,4,"444",Standard
15455,109,2,3099,4,4,4,"444",Standard
15655,102,2,2754,4,4,4,"444",Standard
17812,131,2,2983,4,4,4,"444",Standard
21629,102,2,2624,4,4,4,"444",Standard
17216,125,2,3370,4,4,4,"444",Standard
28569,79,2,3205,4,4,4,"444",Standard
19181,74,2,2519,4,4,4,"444",Standard
24249,127,2,2757,4,4,4,"444",Standard
15844,128,2,3135,4,4,4,"444",Standard
13718,129,2,3062,4,4,4,"444",Standard
15771,127,2,3175,4,4,4,"444",Standard
15463,104,2,2802,4,4,4,"444",Standard
26746,113,2,2001,4,4,4,"444",Standard
11088,79,2,3177,4,4,4,"444",Standard
19904,113,2,3018,4,4,4,"444",Standard
26753,80,2,1957,4,4,4,"444",Standard
14802,87,2,3287,4,4,4,"444",Standard
15768,128,2,3125,4,4,4,"444",Standard
26563,102,2,1957,4,4,4,"444",Standard
28553,92,2,3217,4,4,4,"444",Standard
18175,127,2,3064,4,4,4,"444",Standard
19284,93,2,2736,4,4,4,"444",Standard
24168,129,2,2791,4,4,4,"444",Standard
26763,87,2,1957,4,4,4,"444",Standard
21035,87,2,1957,4,4,4,"444",Standard
18625,103,2,2754,4,4,4,"444",Standard
19902,98,2,3080,4,4,4,"444",Standard
16420,110,2,2959,4,4,4,"444",Standard
15984,126,2,3125,4,4,4,"444",Standard
26796,79,2,1957,4,4,4,"444",Standard
20979,87,2,1947,4,4,4,"444",Standard
14267,110,2,2786,4,4,4,"444",Standard
11089,73,2,3188,4,4,4,"444",Standard
19944,74,2,3105,4,4,4,"444",Standard
18046,115,2,2435,4,4,4,"444",Standard
18633,107,2,2794,4,4,4,"444",Standard
18038,115,2,2435,4,4,4,"444",Standard
20892,115,2,3240,4,4,4,"444",Standard
24257,115,2,2771,4,4,4,"444",Standard
14539,124,2,3272,4,4,4,"444",Standard
19910,115,2,3188,4,4,4,"444",Standard
15972,124,2,3149,4,4,4,"444",Standard
15540,124,2,3125,4,4,4,"444",Standard
26024,116,2,1952,4,4,4,"444",Standard
28562,83,2,3219,4,4,4,"444",Standard
14354,92,2,2755,4,4,4,"444",Standard
28520,78,2,3227,4,4,4,"444",Standard
15568,124,2,3113,4,4,4,"444",Standard
19033,97,2,3139,4,4,4,"444",Standard
15915,124,2,3103,4,4,4,"444",Standard
16452,83,2,3071,4,4,4,"444",Standard
29777,93,2,2075,4,4,4,"444",Standard
20468,73,2,3170,4,4,4,"444",Standard
19057,116,2,3323,4,4,4,"444",Standard
19289,84,2,2765,4,4,4,"444",Standard
18008,116,2,2459,4,4,4,"444",Standard
26436,80,2,1957,4,4,4,"444",Standard
15209,124,2,2917,4,4,4,"444",Standard
19257,93,2,2740,4,4,4,"444",Standard
26423,82,2,2002,4,4,4,"444",Standard
21015,80,2,1957,4,4,4,"444",Standard
17965,117,2,3001,4,4,4,"444",Standard
20970,92,2,1962,4,4,4,"444",Standard
17957,129,2,2435,4,4,4,"444",Standard
15456,128,2,2816,4,4,4,"444",Standard
20945,110,2,1953,4,4,4,"444",Standard
20980,78,2,1982,4,4,4,"444",Standard
24250,130,2,2738,4,4,4,"444",Standard
15569,127,2,3078,4,4,4,"444",Standard
15937,124,2,3145,4,4,4,"444",Standard
13057,86,2,3342,4,4,4,"444",Standard
20913,97,2,1947,4,4,4,"444",Standard
19285,74,2,2751,4,4,4,"444",Standard
26795,81,2,1992,4,4,4,"444",Standard
15649,107,2,3048,4,4,4,"444",Standard
27494,93,2,1952,4,4,4,"444",Standard
15750,128,2,3088,4,4,4,"444",Standard
19255,80,2,2484,4,4,4,"444",Standard
20598,78,2,3100,4,4,4,"444",Standard
14701,117,2,3001,4,4,4,"444",Standard
20555,84,2,3154,4,4,4,"444",Standard
26234,86,2,3293,4,4,4,"444",Standard
16428,117,2,3021,4,4,4,"444",Standard
16465,90,2,3272,4,4,4,"444",Standard
26635,90,2,2840,4,4,4,"444",Standard
26566,118,2,2017,4,4,4,"444",Standard
19067,118,2,3381,4,4,4,"444",Standard
21658,110,2,2642,4,4,4,"444",Standard
20186,118,2,3192,4,4,4,"444",Standard
19924,100,2,3172,4,4,4,"444",Standard
20188,96,2,3227,4,4,4,"444",Standard
16445,84,2,3243,4,4,4,"444",Standard
20546,77,2,3247,4,4,4,"444",Standard
15072,129,2,2756,4,4,4,"444",Standard
26241,85,2,3320,4,4,4,"444",Standard
16810,93,2,3065,4,4,4,"444",Standard
16509,84,2,3259,4,4,4,"444",Standard
19903,77,2,3178,4,4,4,"444",Standard
11083,83,2,3137,4,4,4,"444",Standard
26633,96,2,2884,4,4,4,"444",Standard
20922,83,2,3226,4,4,4,"444",Standard
16446,88,2,3093,4,4,4,"444",Standard
19911,84,2,3335,4,4,4,"444",Standard
19038,120,2,3318,4,4,4,"444",Standard
19035,101,2,3320,4,4,4,"444",Standard
20556,89,2,3125,4,4,4,"444",Standard
19916,75,2,3354,4,4,4,"444",Standard
19027,120,2,3029,4,4,4,"444",Standard
24272,120,2,2736,4,4,4,"444",Standard
15667,77,2,3125,4,4,4,"444",Standard
21008,88,2,1957,4,4,4,"444",Standard
15210,120,2,2926,4,4,4,"444",Standard
15666,80,2,3089,4,4,4,"444",Standard
12584,75,2,2633,4,4,4,"444",Standard
18637,96,2,122,4,4,3,"443",Standard
11195,100,2,106,4,4,3,"443",Standard
13099,108,2,217,4,4,3,"443",Standard
11975,108,2,209,4,4,3,"443",Standard
16016,108,2,118,4,4,3,"443",Standard
12329,126,2,119,4,4,3,"443",Standard
11177,108,2,135,4,4,3,"443",Standard
16634,100,2,107,4,4,3,"443",Standard
19817,107,2,119,4,4,3,"443",Standard
13998,100,2,245,4,4,3,"443",Standard
13169,107,2,192,4,4,3,"443",Standard
12367,81,2,160,4,4,3,"443",Standard
14073,101,2,157,4,4,3,"443",Standard
17468,81,2,129,4,4,3,"443",Standard
11959,81,2,138,4,4,3,"443",Standard
16680,105,2,105,4,4,3,"443",Standard
11721,105,2,105,4,4,3,"443",Standard
12249,101,2,115,4,4,3,"443",Standard
14808,82,2,164,4,4,3,"443",Standard
11958,81,2,160,4,4,3,"443",Standard
18884,102,2,134,4,4,3,"443",Standard
11199,105,2,132,4,4,3,"443",Standard
12411,105,2,160,4,4,3,"443",Standard
13788,104,2,201,4,4,3,"443",Standard
18382,125,2,205,4,4,3,"443",Standard
11722,82,2,153,4,4,3,"443",Standard
14194,125,2,169,4,4,3,"443",Standard
11621,92,2,123,4,4,3,"443",Standard
17204,82,2,115,4,4,3,"443",Standard
12049,82,2,171,4,4,3,"443",Standard
17289,89,2,107,4,4,3,"443",Standard
11694,124,2,129,4,4,3,"443",Standard
18390,89,2,142,4,4,3,"443",Standard
29978,93,2,444,4,4,3,"443",Standard
13815,124,2,115,4,4,3,"443",Standard
11141,124,2,114,4,4,3,"443",Standard
14938,124,2,108,4,4,3,"443",Standard
11787,86,2,110,4,4,3,"443",Standard
12191,124,2,245,4,4,3,"443",Standard
11805,86,2,129,4,4,3,"443",Standard
12119,86,2,162,4,4,3,"443",Standard
16591,86,2,138,4,4,3,"443",Standard
19604,74,2,172,4,4,3,"443",Standard
13544,74,2,108,4,4,3,"443",Standard
14674,74,2,142,4,4,3,"443",Standard
18826,74,2,166,4,4,3,"443",Standard
18215,91,2,151,4,4,3,"443",Standard
15922,123,2,148,4,4,3,"443",Standard
13181,89,2,186,4,4,3,"443",Standard
11703,75,2,100,4,4,3,"443",Standard
12564,75,2,111,4,4,3,"443",Standard
17409,123,2,220,4,4,3,"443",Standard
11879,89,2,107,4,4,3,"443",Standard
12545,93,2,119,4,4,3,"443",Standard
15730,94,2,123,4,4,3,"443",Standard
11728,85,2,110,4,4,3,"443",Standard
16162,76,2,185,4,4,3,"443",Standard
17317,123,2,129,4,4,3,"443",Standard
17501,94,2,142,4,4,3,"443",Standard
17302,122,2,147,4,4,3,"443",Standard
18078,130,2,201,4,4,3,"443",Standard
18345,91,2,115,4,4,3,"443",Standard
15610,94,2,115,4,4,3,"443",Standard
13694,122,2,106,4,4,3,"443",Standard
11847,76,2,125,4,4,3,"443",Standard
14156,77,2,230,4,4,3,"443",Standard
11941,89,2,109,4,4,3,"443",Standard
17066,121,2,106,4,4,3,"443",Standard
14783,130,2,159,4,4,3,"443",Standard
19147,121,2,134,4,4,3,"443",Standard
16690,121,2,165,4,4,3,"443",Standard
17101,120,2,164,4,4,3,"443",Standard
11982,120,2,105,4,4,3,"443",Standard
13664,96,2,210,4,4,3,"443",Standard
17539,84,2,206,4,4,3,"443",Standard
12958,84,2,208,4,4,3,"443",Standard
11931,88,2,234,4,4,3,"443",Standard
16009,120,2,170,4,4,3,"443",Standard
12409,84,2,155,4,4,3,"443",Standard
18506,119,2,102,4,4,3,"443",Standard
19798,119,2,128,4,4,3,"443",Standard
12199,78,2,195,4,4,3,"443",Standard
14521,78,2,118,4,4,3,"443",Standard
15138,96,2,123,4,4,3,"443",Standard
17840,130,2,229,4,4,3,"443",Standard
15222,96,2,123,4,4,3,"443",Standard
17350,118,2,127,4,4,3,"443",Standard
